Player ID,First Name,Last Name,Team,Season,Roster URL,Position,Height,Class
15629,Haohao,Zhang,UNRESOLVED (-1),2025-26,,,,
15631,Alexis,Taylor,UNRESOLVED (-1),2025-26,,,,
15632,A'Lyrica,Hughes,UNRESOLVED (-1),2025-26,,,,
15633,Trinity,Johnson,UNRESOLVED (-1),2025-26,,,,
15634,Alexys,Moore,UNRESOLVED (-1),2025-26,,,,
15635,Jermyra,Christian,UNRESOLVED (-1),2025-26,,,,
15636,Paige,Medley,UNRESOLVED (-1),2025-26,,,,
15637,Kiera,Couch,UNRESOLVED (-1),2025-26,,,,
15638,Aleah,Arlinghaus,UNRESOLVED (-1),2025-26,,,,
15639,Morgan,Cross,UNRESOLVED (-1),2025-26,,,,
15640,Jenna,Phelps,UNRESOLVED (-1),2025-26,,,,
15641,Annabelle,Babb,UNRESOLVED (-1),2025-26,,,,
15642,Lauren,Walton,UNRESOLVED (-1),2025-26,,,,
15643,Kristen,Whited,UNRESOLVED (-1),2025-26,,,,
15644,Maddie,Nipper,UNRESOLVED (-1),2025-26,,,,
15645,Heleina,John,UNRESOLVED (-1),2025-26,,,,
15646,Taryn,Morris,UNRESOLVED (-1),2025-26,,,,
15647,Grace,Stapleton,UNRESOLVED (-1),2025-26,,,,
15648,Jesse,Ledgerwood,UNRESOLVED (-1),2025-26,,,,
15649,Linzie,Wernert,UNRESOLVED (-1),2025-26,,,,
15651,Skyler,Mills,UNRESOLVED (-1),2025-26,,,,
15652,Taylor,Treat,UNRESOLVED (-1),2025-26,,,,
15653,Morgan,Roberts,UNRESOLVED (-1),2025-26,,,,
15654,Jericho,Hopper,UNRESOLVED (-1),2025-26,,,,
15655,Taylor,Turpin,UNRESOLVED (-1),2025-26,,,,
15656,Addison,Foley,UNRESOLVED (-1),2025-26,,,,
15657,Carley,Higgins,UNRESOLVED (-1),2025-26,,,,
15676,Le'Aije,Ellington,King,2025-26,https://www.kingtornado.com/sports/womens-basketball/stats/2025-26,,,
15677,Raven,Addison,King,2025-26,https://www.kingtornado.com/sports/womens-basketball/stats/2025-26,,,
15679,Jaida,Fitzgerald,UNRESOLVED (-1),2025-26,,,,
15680,Laila,Lowery,UNRESOLVED (-1),2025-26,,,,
15682,Daniela,López,UNRESOLVED (-1),2025-26,,,,
15683,Gemma,Grüttner Bacoul,UNRESOLVED (-1),2025-26,,,,
15686,Serena,Jones,UNRESOLVED (-1),2025-26,,,,
15687,Alli,Crockett,UNRESOLVED (-1),2025-26,,,,
15688,Mikayla,Johnson,UNRESOLVED (-1),2025-26,,,,
15689,Noy,Halimi,UNRESOLVED (-1),2025-26,,,,
15690,Makayla,Pass,UNRESOLVED (-1),2025-26,,,,
15691,Katelyn,Otto,UNRESOLVED (-1),2025-26,,,,
15692,Ava,Novak,UNRESOLVED (-1),2025-26,,,,
15693,Tayla,Jones,UNRESOLVED (-1),2025-26,,,,
15694,Megan,Hauser,UNRESOLVED (-1),2025-26,,,,
15695,Teresa,Maggio,UNRESOLVED (-1),2025-26,,,,
15696,Nyshae',Weaver,UNRESOLVED (-1),2025-26,,,,
15697,Marin,Miller,UNRESOLVED (-1),2025-26,,,,
15698,Belle,Bosch,UNRESOLVED (-1),2025-26,,,,
15699,Ellie,Wilkerson,UNRESOLVED (-1),2025-26,,,,
15700,Ali,Hardwell,UNRESOLVED (-1),2025-26,,,,
15701,Madison,Zavasky,UNRESOLVED (-1),2025-26,,,,
15702,Bella,Peterson,UNRESOLVED (-1),2025-26,,,,
15703,Noami,Zulueta,UNRESOLVED (-1),2025-26,,,,
15704,Molly,Keane,UNRESOLVED (-1),2025-26,,,,
15705,Alexis,Buie,UNRESOLVED (-1),2025-26,,,,
15706,Bri,Claxon,UNRESOLVED (-1),2025-26,,,,
15707,Jordan,Popyk,UNRESOLVED (-1),2025-26,,,,
15708,Maddy,Wheatley,UNRESOLVED (-1),2025-26,,,,
15709,Kate,Ratliff,UNRESOLVED (-1),2025-26,,,,
15710,Tori,Mayes,UNRESOLVED (-1),2025-26,,,,
15711,Bella,Deere,UNRESOLVED (-1),2025-26,,,,
15712,Olivia,Pepple,UNRESOLVED (-1),2025-26,,,,
15713,Mia,Slater,UNRESOLVED (-1),2025-26,,,,
15714,Olivia,Cernuto,UNRESOLVED (-1),2025-26,,,,
15715,Lauren,Kingsley,UNRESOLVED (-1),2025-26,,,,
15716,Taylor,Ethridge,UNRESOLVED (-1),2025-26,,,,
15741,Kadence,Stoner,UNRESOLVED (-1),2025-26,,,,
15742,Ella,Tharpe,UNRESOLVED (-1),2025-26,,,,
15743,Emily,Wilson,UNRESOLVED (-1),2025-26,,,,
15744,Ella,Haney,UNRESOLVED (-1),2025-26,,,,
15745,Braxton,Fritz,UNRESOLVED (-1),2025-26,,,,
15746,Chloe,Powell,UNRESOLVED (-1),2025-26,,,,
15747,Halle,Kitchen,UNRESOLVED (-1),2025-26,,,,
15748,Emily,Allen,UNRESOLVED (-1),2025-26,,,,
15749,Charla,Young,UNRESOLVED (-1),2025-26,,,,
15750,Niles,Daniel,UNRESOLVED (-1),2025-26,,,,
15751,Leighan,Jackson,UNRESOLVED (-1),2025-26,,,,
15752,Maddie,Galuski,UNRESOLVED (-1),2025-26,,,,
15753,Tinsley,Walker,UNRESOLVED (-1),2025-26,,,,
15754,Cassidy,Andry,UNRESOLVED (-1),2025-26,,,,
15755,Victoria,Wright,UNRESOLVED (-1),2025-26,,,,
15756,Konner,Hutson,UNRESOLVED (-1),2025-26,,,,
15757,Bella,Tetterton,UNRESOLVED (-1),2025-26,,,,
15758,Catalina,Ion,UNRESOLVED (-1),2025-26,,,,
15759,Julia,Howard,UNRESOLVED (-1),2025-26,,,,
15760,Talley,Lawson,UNRESOLVED (-1),2025-26,,,,
15761,Leslie,Hames,UNRESOLVED (-1),2025-26,,,,
15762,Camryn,Brown,UNRESOLVED (-1),2025-26,,,,
15763,Sloan,Carpenter,UNRESOLVED (-1),2025-26,,,,
15764,Jordan,White,UNRESOLVED (-1),2025-26,,,,
15765,Grace,Phillips,UNRESOLVED (-1),2025-26,,,,
15766,Ella,Canter,UNRESOLVED (-1),2025-26,,,,
15767,Courtney,Berry,UNRESOLVED (-1),2025-26,,,,
15768,Alexis,Kranz,UNRESOLVED (-1),2025-26,,,,
15769,Jalaya,Lindsey,UNRESOLVED (-1),2025-26,,,,
15770,Aubrey,Long,UNRESOLVED (-1),2025-26,,,,
15772,Shamari,Hamlett,LeMoyne-Owen,2025-26,https://athletics.loc.edu/sports/womens-basketball/stats/2025-26,,,
15773,Miracle,Thomas,UNRESOLVED (-1),2025-26,,,,
15774,Samya,Johnson,UNRESOLVED (-1),2025-26,,,,
15775,Sidney,Townsend,UNRESOLVED (-1),2025-26,,,,
15776,Ashlyn,Kimble,UNRESOLVED (-1),2025-26,,,,
15777,Jade,Myles,UNRESOLVED (-1),2025-26,,,,
15778,Omoiye,Jordan,UNRESOLVED (-1),2025-26,,,,
15779,Isis,Isom,UNRESOLVED (-1),2025-26,,,,
15780,Dasia,Turner,UNRESOLVED (-1),2025-26,,,,
15781,Siaderiel,OIiver,UNRESOLVED (-1),2025-26,,,,
15782,Ari,Winston,UNRESOLVED (-1),2025-26,,,,
15783,Kiara,Howard,UNRESOLVED (-1),2025-26,,,,
15784,D'Mya,Ferguson,UNRESOLVED (-1),2025-26,,,,
15785,Davielis,Berroa,UNRESOLVED (-1),2025-26,,,,
15786,Faith,Alessandra,UNRESOLVED (-1),2025-26,,,,
15787,Azaria,Knox,UNRESOLVED (-1),2025-26,,,,
15788,Kayla,Terry,UNRESOLVED (-1),2025-26,,,,
15793,,,UNRESOLVED (-1),2025-26,,,,
15797,Abbi,Dykstra,UNRESOLVED (-1),2025-26,,,,
15798,Ai,Yonemura,UNRESOLVED (-1),2025-26,,,,
15799,Hannah,Lopez,UNRESOLVED (-1),2025-26,,,,
15800,Sophia,Pedraza,UNRESOLVED (-1),2025-26,,,,
15801,Naveya,Jackson,UNRESOLVED (-1),2025-26,,,,
15802,Kira,Holliday,UNRESOLVED (-1),2025-26,,,,
15803,Linley,Southern,UNRESOLVED (-1),2025-26,,,,
15804,Abby,Kulig,UNRESOLVED (-1),2025-26,,,,
15805,Jocelyn,Chammas,UNRESOLVED (-1),2025-26,,,,
15809,Anjelle,Kerr,Lincoln (MO),2025-26,https://lubluetigers.com/sports/womens-basketball/stats/2025-26,,,
15810,Jaila,Harding,Wichita State,2025-26,,,,
15811,Abby,Cater,Wichita State,2025-26,,,,
15812,Bre'Yon,White,Wichita State,2025-26,,,,
15813,Taya,Davis,Wichita State,2025-26,,,,
15814,Cheyenne,Banks,Wichita State,2025-26,,,,
15815,Sophie,Benharouga,Wichita State,2025-26,,,,
15816,Jaida,Mcdonald,Wichita State,2025-26,,,,
15817,Maimouna,Sissoko,Wichita State,2025-26,,,,
15818,Kyleigh,Ortiz,Wichita State,2025-26,,,,
15819,Diamond,Richardson,Wichita State,2025-26,,,,
15820,Azjah,Reeves,Wichita State,2025-26,,,,
15821,Fiona,Diomande,Wichita State,2025-26,,,,
15823,Ona,Dauphinais,UNRESOLVED (-1),2025-26,,,,
15824,Ivy,Fox,UNRESOLVED (-1),2025-26,,,,
15825,Tierzah,Penn,UNRESOLVED (-1),2025-26,,,,
15826,Angela,Astorga,UNRESOLVED (-1),2025-26,,,,
15827,Jayla,Flient,UNRESOLVED (-1),2025-26,,,,
15828,Allie,Greene,UNRESOLVED (-1),2025-26,,,,
15829,Chehlis,Aleck,UNRESOLVED (-1),2025-26,,,,
15830,Lish,Spoonhunter,UNRESOLVED (-1),2025-26,,,,
15831,Ciahna,Oatman,UNRESOLVED (-1),2025-26,,,,
15832,Alana,Stephens,UNRESOLVED (-1),2025-26,,,,
15833,Bree,Johnson,UNRESOLVED (-1),2025-26,,,,
15834,Cailynn,Dilosa,UNRESOLVED (-1),2025-26,,,,
15835,Alivia,Montgomery,UNRESOLVED (-1),2025-26,,,,
15836,J'Lessa,Jordan,UNRESOLVED (-1),2025-26,,,,
15837,Jayla,Jackson,UNRESOLVED (-1),2025-26,,,,
15838,Jayla,Dixon,UNRESOLVED (-1),2025-26,,,,
15839,Marchi,Hunter,UNRESOLVED (-1),2025-26,,,,
15840,Janiya,Brown,UNRESOLVED (-1),2025-26,,,,
15841,Janiya,Jones,UNRESOLVED (-1),2025-26,,,,
15842,Carlota,Aliaga Alonso,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,FWD,,JR
15848,T,McLaren,Illinois Springfield,2025-26,https://uisprairiestars.com/sports/womens-basketball/stats/2025-26,,,
15858,Ja'Nisha,Caldwell,UNRESOLVED (-1),2025-26,,,,
15859,Maria,Beltran,UNRESOLVED (-1),2025-26,,,,
15860,Kaylan,Logan,UNRESOLVED (-1),2025-26,,,,
15861,Samantha,Soto,UNRESOLVED (-1),2025-26,,,,
15862,Celeste,Bailey,UNRESOLVED (-1),2025-26,,,,
15863,Layne,Sleight,UNRESOLVED (-1),2025-26,,,,
15864,Leah,Hampton,UNRESOLVED (-1),2025-26,,,,
15865,Lauren,Mingo,UNRESOLVED (-1),2025-26,,,,
15866,Dasani,Williamson,UNRESOLVED (-1),2025-26,,,,
15867,Lauren,Farrell,UNRESOLVED (-1),2025-26,,,,
15868,MaKayla,Noble,UNRESOLVED (-1),2025-26,,,,
15869,Cyntiah,Braden,UNRESOLVED (-1),2025-26,,,,
15870,Jahriell,Murchison,UNRESOLVED (-1),2025-26,,,,
15871,T.,Eichelberger,Fayetteville State,2025-26,https://fsubroncos.com/sports/womens-basketball/stats/2025-26,,,
15872,Nevah,Colon,Fayetteville State,2025-26,https://fsubroncos.com/sports/womens-basketball/stats/2025-26,,,
15873,Ashari,Lewis,UNRESOLVED (-1),2025-26,,,,
15874,Tyra,Floyd,UNRESOLVED (-1),2025-26,,,,
15875,Yvette,Sandifer,UNRESOLVED (-1),2025-26,,,,
15876,Olivia,Randolph,UNRESOLVED (-1),2025-26,,,,
15877,Ariel,Lucas,UNRESOLVED (-1),2025-26,,,,
15878,Ryian,Howard,UNRESOLVED (-1),2025-26,,,,
15879,Makaliah,Davis,UNRESOLVED (-1),2025-26,,,,
15880,Kennedy,Rivers,UNRESOLVED (-1),2025-26,,,,
15881,Emaree,Hinton,UNRESOLVED (-1),2025-26,,,,
15882,Aveion,Walker,UNRESOLVED (-1),2025-26,,,,
15883,Zhaire,Mack,UNRESOLVED (-1),2025-26,,,,
15884,Adrianna,Lopez,Shaw (NC),2025-26,https://shawbears.com/sports/womens-basketball/stats/2025-26,,,
15885,Maebry,Shields,UNRESOLVED (-1),2025-26,,,,
15889,Shailyn,Woodson,UNRESOLVED (-1),2025-26,,,,
15890,Mei-Lin,Calliste,UNRESOLVED (-1),2025-26,,,,
15891,Sabrei,Halsey,UNRESOLVED (-1),2025-26,,,,
15892,Saniya,Moreau,UNRESOLVED (-1),2025-26,,,,
15893,Me-Lin,Caliste,UNRESOLVED (-1),2025-26,,,,
15894,Dasia,Edmond,UNRESOLVED (-1),2025-26,,,,
15895,Krysta,Gonzalez,UNRESOLVED (-1),2025-26,,,,
15896,Zanya,Berrien,UNRESOLVED (-1),2025-26,,,,
15897,Karen,V,UNRESOLVED (-1),2025-26,,,,
15928,Jacie,Persing,McKendree,2025-26,https://mckbearcats.com/sports/womens-basketball/stats/2025-26,,,
15929,Armani,Bingham,UNRESOLVED (-1),2025-26,,,,
15932,Railynn,Brown,UNRESOLVED (-1),2025-26,,,,
15933,Sierra,Garcia-Reisch,UNRESOLVED (-1),2025-26,,,,
15934,Allysa,Taylor,UNRESOLVED (-1),2025-26,,,,
15935,Miracle,Armstrong,UNRESOLVED (-1),2025-26,,,,
15936,Brooklyn,Bowman,UNRESOLVED (-1),2025-26,,,,
15937,Courtney,Hart,UNRESOLVED (-1),2025-26,,,,
15938,Kenna,Newton,UNRESOLVED (-1),2025-26,,,,
15939,Abigail,Martinez,UNRESOLVED (-1),2025-26,,,,
15940,Daniesha,Oliver,UNRESOLVED (-1),2025-26,,,,
15942,Sarah,Reuter,UNRESOLVED (-1),2025-26,,,,
15943,Claire,Galbo,UNRESOLVED (-1),2025-26,,,,
15944,Emilie,Ngo,UNRESOLVED (-1),2025-26,,,,
15945,Alyssa,Jackson,UNRESOLVED (-1),2025-26,,,,
15946,Danielle,Tyner,UNRESOLVED (-1),2025-26,,,,
15947,Bria,Tate,UNRESOLVED (-1),2025-26,,,,
15948,Lia,Papador,UNRESOLVED (-1),2025-26,,,,
15963,Victoria,Baker,Denver,2025-26,,,,
15964,Alexa,Pletschette,Denver,2025-26,,,,
15965,Natalia,Fanjul Mardones,Denver,2025-26,,,,
15966,Jasmine,Holloway,UNRESOLVED (-1),2025-26,,,,
15967,Tahlia,Morris,UNRESOLVED (-1),2025-26,,,,
15968,Macayla,Hines,UNRESOLVED (-1),2025-26,,,,
15969,Mackenzie,Lovett,UNRESOLVED (-1),2025-26,,,,
15970,Ca'Mya,Burns,UNRESOLVED (-1),2025-26,,,,
15971,Nekayla,Williams,UNRESOLVED (-1),2025-26,,,,
15972,Elayna,Wegner,UNRESOLVED (-1),2025-26,,,,
15973,Madison,Ellis,UNRESOLVED (-1),2025-26,,,,
15974,Tatum,Milenski,UNRESOLVED (-1),2025-26,,,,
15978,Kencia,Levasseur,Roosevelt,2025-26,https://rooseveltlakers.com/sports/womens-basketball/stats/2025-26,,,
15994,Briann,Warehime,Midwestern State,2025-26,https://msumustangs.com/sports/womens-basketball/stats/2025-26,,,
15995,Sophia,Fisher,UNRESOLVED (-1),2025-26,,,,
15996,Kayden,Riley,UNRESOLVED (-1),2025-26,,,,
15997,Abigail,Ramos,UNRESOLVED (-1),2025-26,,,,
15998,Lyric,Smith,UNRESOLVED (-1),2025-26,,,,
15999,Khalaizah,Martin,UNRESOLVED (-1),2025-26,,,,
16000,Ke'Liyah,Anderson,UNRESOLVED (-1),2025-26,,,,
16001,ShanDrea,Yeldell,UNRESOLVED (-1),2025-26,,,,
16002,Kayln,Minor,UNRESOLVED (-1),2025-26,,,,
16003,Sanaa,Murphy-Showers,UNRESOLVED (-1),2025-26,,,,
16004,Allysa,Pendley,UNRESOLVED (-1),2025-26,,,,
16005,De'Asia,Johnson,UNRESOLVED (-1),2025-26,,,,
16006,Channing,Beauvais,UNRESOLVED (-1),2025-26,,,,
16008,Linoska,Ortega,Sacred Heart,2025-26,,,,
16009,Kiary,Cosme,Sacred Heart,2025-26,,,,
16010,Mirelys,Ramirez,Sacred Heart,2025-26,,,,
16011,Genesis,Berrios,Sacred Heart,2025-26,,,,
16012,Keysha,Rivera,Sacred Heart,2025-26,,,,
16013,Wigdalimarie,Cordova,Sacred Heart,2025-26,,,,
16014,Darielis,Morales,Sacred Heart,2025-26,,,,
16015,Celian,De Jesus,Sacred Heart,2025-26,,,,
16016,Ariana,Seda,Sacred Heart,2025-26,,,,
16017,Jonelis,Carpio,Sacred Heart,2025-26,,,,
16020,Shunqeisha,Bobo,LeMoyne-Owen,2025-26,https://athletics.loc.edu/sports/womens-basketball/stats/2025-26,,,
16058,Kyla,Overskei,UNRESOLVED (-1),2025-26,,,,
16059,Reanna,Hutchinson,UNRESOLVED (-1),2025-26,,,,
16060,Delaney,Nyenhuis,UNRESOLVED (-1),2025-26,,,,
16061,Olivia,Witkowski,UNRESOLVED (-1),2025-26,,,,
16062,Britta,DeMar,UNRESOLVED (-1),2025-26,,,,
16063,Reese,Grimm,UNRESOLVED (-1),2025-26,,,,
16064,Kailey,Tulachka,UNRESOLVED (-1),2025-26,,,,
16065,Emily,Vogel,UNRESOLVED (-1),2025-26,,,,
16066,Macie,Miller,UNRESOLVED (-1),2025-26,,,,
16067,Emma,Donovan,UNRESOLVED (-1),2025-26,,,,
16068,Sydney,Subke,UNRESOLVED (-1),2025-26,,,,
16069,Karsyn,Bauman,UNRESOLVED (-1),2025-26,,,,
16070,Paige,Keller,UNRESOLVED (-1),2025-26,,,,
16071,Marin,Wilson,UNRESOLVED (-1),2025-26,,,,
16072,Sophie,Hafeman,UNRESOLVED (-1),2025-26,,,,
16073,Kate,Roeber,UNRESOLVED (-1),2025-26,,,,
16074,Kasey,Stelpflug,UNRESOLVED (-1),2025-26,,,,
16075,Abby,Bloch,UNRESOLVED (-1),2025-26,,,,
16098,Gabrielle,Burrus,UNRESOLVED (-1),2025-26,,,,
16099,Andrea,Aragon,UNRESOLVED (-1),2025-26,,,,
16100,AuShae,Farris,UNRESOLVED (-1),2025-26,,,,
16101,Ellaina,LaNear,UNRESOLVED (-1),2025-26,,,,
16102,Sydney,Stumpf,UNRESOLVED (-1),2025-26,,,,
16103,Sadie,Hubbard,UNRESOLVED (-1),2025-26,,,,
16104,Makenzie,Haynes,UNRESOLVED (-1),2025-26,,,,
16105,Navaeh,Sanchez,UNRESOLVED (-1),2025-26,,,,
16106,Karol,Key,UNRESOLVED (-1),2025-26,,,,
16107,Riley,Essenpries,UNRESOLVED (-1),2025-26,,,,
16108,Halle,Richmond,UNRESOLVED (-1),2025-26,,,,
16109,Julissa,Carroll,UNRESOLVED (-1),2025-26,,,,
16110,Madison,Stovall,UNRESOLVED (-1),2025-26,,,,
16111,Zaneiya,Batiste,UNRESOLVED (-1),2025-26,,,,
16112,Gabby,Douglass,UNRESOLVED (-1),2025-26,,,,
16113,Brooke,McNeal,UNRESOLVED (-1),2025-26,,,,
16114,Nicole,Hollowell,UNRESOLVED (-1),2025-26,,,,
16115,Ma’Kaylia,Lute,UNRESOLVED (-1),2025-26,,,,
16116,Brianna,Bauer,UNRESOLVED (-1),2025-26,,,,
16117,Deonte'nae,Neal,UNRESOLVED (-1),2025-26,,,,
16118,Timarri,Miller,UNRESOLVED (-1),2025-26,,,,
16119,Zuri,King,UNRESOLVED (-1),2025-26,,,,
16144,Sandra,Frau-Garcia,Stony Brook,2025-26,,,,
16145,Kylie,Mullholland,UNRESOLVED (-1),2025-26,,,,
16162,Hadley,Humphreys,UNRESOLVED (-1),2025-26,,,,
16163,Halle,Haber,UNRESOLVED (-1),2025-26,,,,
16164,Liv,Wangerin,UNRESOLVED (-1),2025-26,,,,
16165,Rachel,Van Blaricom,UNRESOLVED (-1),2025-26,,,,
16166,Avery,Carlson,UNRESOLVED (-1),2025-26,,,,
16167,Brooke,Badovinac,UNRESOLVED (-1),2025-26,,,,
16168,Hallie,Neibauer,UNRESOLVED (-1),2025-26,,,,
16169,Olivia,Nielson,UNRESOLVED (-1),2025-26,,,,
16170,Izzy,Arave,UNRESOLVED (-1),2025-26,,,,
16171,Kylie,Konen,UNRESOLVED (-1),2025-26,,,,
16172,Terryn,Chirrick,UNRESOLVED (-1),2025-26,,,,
16173,Kameryn,Ketcham,UNRESOLVED (-1),2025-26,,,,
16174,Selene,Morrell,UNRESOLVED (-1),2025-26,,,,
16175,Ciera,Agasiva,UNRESOLVED (-1),2025-26,,,,
16176,Canzas,HisBadHorse,UNRESOLVED (-1),2025-26,,,,
16177,Taya,Trottier,UNRESOLVED (-1),2025-26,,,,
16178,Lauren,Gunn,UNRESOLVED (-1),2025-26,,,,
16179,Becky,Melcher,UNRESOLVED (-1),2025-26,,,,
16180,L'Tia,Lawrence,UNRESOLVED (-1),2025-26,,,,
16181,Addie,Kiefer,UNRESOLVED (-1),2025-26,,,,
16182,Lynnea,Moran,UNRESOLVED (-1),2025-26,,,,
16183,Maddie,Williamson,UNRESOLVED (-1),2025-26,,,,
16184,Madi,King,UNRESOLVED (-1),2025-26,,,,
16185,Willa,Albrecht,UNRESOLVED (-1),2025-26,,,,
16186,Kenzie,Allen,UNRESOLVED (-1),2025-26,,,,
16187,Kennedi,Niemann,UNRESOLVED (-1),2025-26,,,,
16188,Isabelle,Erickson,UNRESOLVED (-1),2025-26,,,,
16189,Meagan,Karstetter,UNRESOLVED (-1),2025-26,,,,
16190,Jillian,Kanduch,UNRESOLVED (-1),2025-26,,,,
16191,Avery,Kraft,UNRESOLVED (-1),2025-26,,,,
16192,Gracie,Millimen,UNRESOLVED (-1),2025-26,,,,
16193,Ava,Oakland,UNRESOLVED (-1),2025-26,,,,
16194,Sadie,Smith,UNRESOLVED (-1),2025-26,,,,
16195,Halle,Fitzgerald,UNRESOLVED (-1),2025-26,,,,
16196,Brenna,Linse,UNRESOLVED (-1),2025-26,,,,
16197,Isabelle,Heggem,UNRESOLVED (-1),2025-26,,,,
16198,Jordan,Labrador-Hallett,UNRESOLVED (-1),2025-26,,,,
16199,Angie,Cavanaugh,UNRESOLVED (-1),2025-26,,,,
16200,Paige,Wasson,UNRESOLVED (-1),2025-26,,,,
16201,Lexy,Burnham,UNRESOLVED (-1),2025-26,,,,
16202,Gabriella,Biittner,UNRESOLVED (-1),2025-26,,,,
16203,Kiya,Foran,UNRESOLVED (-1),2025-26,,,,
16204,Tailyn,Black,UNRESOLVED (-1),2025-26,,,,
16205,Makenzie,Strachan,UNRESOLVED (-1),2025-26,,,,
16206,Isabella,Morris,UNRESOLVED (-1),2025-26,,,,
16207,Emma,Timm,UNRESOLVED (-1),2025-26,,,,
16208,Summer,Long,UNRESOLVED (-1),2025-26,,,,
16209,Zoe,Michelson,UNRESOLVED (-1),2025-26,,,,
16210,Nyomi,Heins,UNRESOLVED (-1),2025-26,,,,
16211,Chase,Wells-Creighton,UNRESOLVED (-1),2025-26,,,,
16212,Gaby,Power,UNRESOLVED (-1),2025-26,,,,
16213,Yar,Biar,UNRESOLVED (-1),2025-26,,,,
16214,Paighton,Kumson,UNRESOLVED (-1),2025-26,,,,
16215,Gianna,Gammie,UNRESOLVED (-1),2025-26,,,,
16216,Mylynn,Lewis,UNRESOLVED (-1),2025-26,,,,
16217,Gabby,Graves,UNRESOLVED (-1),2025-26,,,,
16218,Ava,Michelson,UNRESOLVED (-1),2025-26,,,,
16219,Angelina,Cavanaugh,UNRESOLVED (-1),2025-26,,,,
16220,Janelle,Taylor,UNRESOLVED (-1),2025-26,,,,
16221,Jordan,Labrador-Hall,UNRESOLVED (-1),2025-26,,,,
16222,Meela,Mitchell,UNRESOLVED (-1),2025-26,,,,
16223,Paige,Lethert,UNRESOLVED (-1),2025-26,,,,
16246,Destiny,Long,UNRESOLVED (-1),2025-26,,,,
16247,Najah,Ghani-Perryman,UNRESOLVED (-1),2025-26,,,,
16248,J'Maia,Norman,UNRESOLVED (-1),2025-26,,,,
16249,Haley,Smith,UNRESOLVED (-1),2025-26,,,,
16250,Annalee,Woodson,UNRESOLVED (-1),2025-26,,,,
16312,Lauren,Bell,North Carolina Pembroke,2025-26,https://uncpbraves.com/sports/womens-basketball/stats/2025-26,,,
16313,Quamiya,Ward,Clayton State,2025-26,https://claytonstatesports.com/sports/wbball/stats/2025-26,,,
16314,Emariah,Grant,UNRESOLVED (-1),2025-26,,,,
16315,Londaisha,Smith,Salem (WV),2025-26,https://salemtigers.com/sports/womens-basketball/stats/2025-26,,,
16316,Chloe,Van Dyke,UNRESOLVED (-1),2025-26,,,,
16317,Mackenzie,Franklin,UNRESOLVED (-1),2025-26,,,,
16318,Lana,Van Dyke,UNRESOLVED (-1),2025-26,,,,
16319,Audrey,Ekoue-Bla,UNRESOLVED (-1),2025-26,,,,
16320,McKinley,Brothers,UNRESOLVED (-1),2025-26,,,,
16321,Taylor,Collins,UNRESOLVED (-1),2025-26,,,,
16324,Faith,Hayward,UNRESOLVED (-1),2025-26,,,,
16325,Keely,Price,UNRESOLVED (-1),2025-26,,,,
16326,Jenna,Brooks,UNRESOLVED (-1),2025-26,,,,
16327,Caitlyn,Dickerson,UNRESOLVED (-1),2025-26,,,,
16328,Faith,McClary,UNRESOLVED (-1),2025-26,,,,
16329,Peyton,Teague,UNRESOLVED (-1),2025-26,,,,
16330,Imani,Pouncey,UNRESOLVED (-1),2025-26,,,,
16341,Anaya,Muhammad,UNRESOLVED (-1),2025-26,,,,
16342,Makiah,Thompson,UNRESOLVED (-1),2025-26,,,,
16343,Natalie,Pitts,UNRESOLVED (-1),2025-26,,,,
16344,Lauren,Wearbon,UNRESOLVED (-1),2025-26,,,,
16345,Shandrea,Pringle,UNRESOLVED (-1),2025-26,,,,
16346,Tameah,Gaddis,UNRESOLVED (-1),2025-26,,,,
16347,Ronni,Harper,UNRESOLVED (-1),2025-26,,,,
16348,Courtney,McClaney,UNRESOLVED (-1),2025-26,,,,
16349,Leanissa,Swinton,UNRESOLVED (-1),2025-26,,,,
16350,De'Asia,Feaster,UNRESOLVED (-1),2025-26,,,,
16351,Krislyn,Wilder,UNRESOLVED (-1),2025-26,,,,
16352,Cecilia,Burke,UNRESOLVED (-1),2025-26,,,,
16353,Jadah,O'Bryant,UNRESOLVED (-1),2025-26,,,,
16354,Addisyn,Whiteley,Northeastern State,2025-26,https://goriverhawksgo.com/sports/womens-basketball/stats/2025-26,,-,FR
16356,Faith,Lee,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16357,Lainie,Douglas,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16358,Cady,Pauley,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16359,Kaemyn,Bekemeier,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16360,Maycee,James,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16361,Maiesha,Washington,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16362,JaNyla,Bush,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
16363,Audrey,Hopkins,Missouri S&T,2025-26,https://minerathletics.com/sports/womens-basketball/stats/2025-26,,,
